protein,X2018_MARCH_5_UWPRQE_HATCHMICRO_01_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_03_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_04_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_05_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_06_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_07_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_08_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_09_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_10_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_11_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_12_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_13_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_14_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_15_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_16_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_17_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_18_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_19_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_20_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_21_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_22_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_23_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_24_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_25_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_26_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_27_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_28_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_29_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_30_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_31_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_32_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_33_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_34_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_35_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_36_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_37_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_38_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_39_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_40_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_41_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_42_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_43_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_44_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_45_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_46_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_47_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_48_NUMSPECSTOT,X2018_MARCH_5_UWPRQE_HATCHMICRO_49_NUMSPECSTOT,protein length,uniprot annotation,blastp e-value
gene_2671164|GeneMark.hmm|601_aa|-|6567|8372,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,601,P42061.2,3.55E-18
gene_2679854|GeneMark.hmm|1435_aa|+|5389|9696,2,1,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,2,0,4,0,0,0,2,3,0,0,2,2,0,0,0,1,2,0,0,0,2,1,0,1435,Q1H4P3.1,0
gene_2679921|GeneMark.hmm|426_aa|-|6215|7495,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,426,Q8FYS6.1,5.11E-06
gene_2682669|GeneMark.hmm|789_aa|+|1671|4040,0,3,2,2,2,1,2,2,2,1,0,1,1,1,0,0,0,1,0,1,1,2,0,2,3,0,2,0,2,1,3,2,4,1,1,2,2,1,0,1,1,0,2,1,2,2,1,1,789,Q54I48.1,4.18E-49
gene_2683094|GeneMark.hmm|106_aa|-|2|319,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,A1AGY4.1,2.02E-16
gene_2691656|GeneMark.hmm|92_aa|-|62|340,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,92,Q42972.3,1.18E-24
gene_2693229|GeneMark.hmm|90_aa|-|3180|3452,0,1,0,2,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,0,0,90,Q9KQS9.1,3.78E-28
gene_269639|GeneMark.hmm|319_aa|-|298|1257,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,Q9HX91.1,9.01E-78
gene_269796|GeneMark.hmm|813_aa|-|1|2439,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,813,Q6LVH1.2,0
gene_2699571|GeneMark.hmm|1017_aa|+|12068|15121,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1017,A4TRG0.2,5.39E-10
gene_2699625|GeneMark.hmm|90_aa|+|73581|73853,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,90,P52681.1,2.41E-28
gene_2707669|GeneMark.hmm|130_aa|-|635|1027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,130,NA,NA
gene_2711610|GeneMark.hmm|275_aa|-|1|825,0,1,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,275,NA,NA
gene_271867|GeneMark.hmm|153_aa|+|3|464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,153,NA,NA
gene_2723226|GeneMark.hmm|220_aa|-|695|1357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,220,P30151.3,3.74E-35
gene_2723550|GeneMark.hmm|177_aa|-|2|532,2,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,177,Q7M135.1,1.78E-42
gene_2737873|GeneMark.hmm|396_aa|-|146|1336,3,3,2,2,1,0,1,1,1,3,1,1,1,1,2,0,0,3,2,1,0,1,2,2,4,4,1,1,1,0,2,3,2,0,2,1,3,2,1,1,3,1,1,1,2,4,3,1,396,Q6N4Q4.1,0
gene_2738849|GeneMark.hmm|135_aa|-|1|405,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,135,NA,NA
gene_274401|GeneMark.hmm|399_aa|-|1566|2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,399,Q8YJ23.2,1.55E-17
gene_2744078|GeneMark.hmm|139_aa|-|591|1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139,E2RKA8.1,5.32E-57
gene_2746748|GeneMark.hmm|76_aa|+|220|450,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1,0,0,76,NA,NA
gene_2748548|GeneMark.hmm|949_aa|-|160|3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,949,A4TRG0.2,2.37E-17
gene_2750027|GeneMark.hmm|384_aa|-|3|1154,0,4,4,5,4,0,7,7,1,3,0,0,0,0,0,1,1,5,5,1,0,0,0,3,4,3,0,0,2,1,3,3,5,0,0,4,4,0,0,0,3,0,6,0,3,4,2,0,384,Q08114.1,0
gene_2755457|GeneMark.hmm|220_aa|-|395|1057,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,3,2,0,0,0,3,0,1,0,0,0,0,0,220,NA,NA
gene_275958|GeneMark.hmm|210_aa|+|1|633,0,0,5,3,2,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,4,0,7,5,3,0,0,3,6,0,0,0,3,0,3,0,0,2,0,0,210,P46285.1,3.08E-77
gene_2780150|GeneMark.hmm|174_aa|-|1|522,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,1,4,0,0,174,NA,NA
gene_2781446|GeneMark.hmm|414_aa|+|456|1700,0,0,2,2,2,0,1,1,2,2,0,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,1,0,2,0,1,1,1,0,1,0,2,1,1,1,2,0,2,0,1,1,2,0,414,NA,NA
gene_2784702|GeneMark.hmm|333_aa|+|229|1230,1,3,1,12,1,1,2,1,2,4,3,2,2,3,3,5,4,2,0,3,2,3,5,2,2,3,3,2,1,3,2,10,10,3,2,1,1,4,5,1,2,3,2,4,3,2,3,2,333,O42161.1,0
gene_2787122|GeneMark.hmm|128_aa|-|2|385,0,1,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,128,P13060.4,2.50E-64
gene_278806|GeneMark.hmm|428_aa|-|615|1901,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,428,Q84QU8.1,6.25E-43
gene_278937|GeneMark.hmm|64_aa|-|8369|8563,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,64,NA,NA
gene_27897|GeneMark.hmm|546_aa|-|845|2485,0,2,2,4,2,0,1,4,0,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2,4,0,0,0,0,2,3,2,0,0,2,1,0,0,0,2,0,2,0,0,1,1,0,546,A5CWP6.1,0
gene_2791058|GeneMark.hmm|346_aa|-|10554|11594,0,0,0,0,0,0,1,0,3,1,1,1,0,1,2,1,1,3,1,1,2,0,2,3,4,1,0,0,0,0,0,1,4,0,0,0,0,2,1,0,4,0,1,0,3,1,1,0,346,O69052.1,2.39E-20
gene_2797300|GeneMark.hmm|452_aa|-|3|1358,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,452,Q8A1G1.1,2.66E-33
gene_2801908|GeneMark.hmm|281_aa|-|3|845,0,1,0,2,2,0,2,2,2,2,0,1,0,0,0,0,0,1,1,0,1,0,0,2,3,3,0,0,3,1,1,2,3,0,1,3,2,0,1,0,1,0,1,0,1,3,1,0,281,P31640.2,6.63E-66
gene_2803208|GeneMark.hmm|328_aa|+|3352|4338,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,328,Q47537.1,7.21E-18
gene_2806180|GeneMark.hmm|225_aa|+|3|680,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,2,0,1,2,0,1,1,2,1,1,0,0,0,0,1,1,0,1,0,1,2,0,1,2,0,0,0,3,2,1,0,225,Q7LYW7.2,7.32E-10
gene_2810360|GeneMark.hmm|237_aa|+|3|716,0,8,5,6,8,0,9,10,11,9,5,9,3,7,7,8,5,7,6,6,5,5,7,10,10,7,6,0,4,2,5,4,8,1,7,5,3,5,5,7,10,0,5,5,13,9,6,6,237,Q47537.1,3.79E-05
gene_2812631|GeneMark.hmm|436_aa|+|40142|41452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,436,B4RTW4.1,1.04E-129
gene_2818670|GeneMark.hmm|510_aa|+|4388|5920,0,2,2,0,2,0,1,2,4,3,3,4,3,3,2,2,2,1,1,4,3,3,4,5,3,2,2,0,2,0,1,2,3,0,5,1,2,3,1,1,1,0,1,2,3,5,0,3,510,A7U6F0.1,0
gene_2819964|GeneMark.hmm|100_aa|-|1|300,0,6,2,5,3,1,4,3,8,7,5,7,4,7,6,6,7,5,3,7,6,3,6,7,7,8,6,0,5,1,3,6,5,2,7,3,3,7,6,7,4,0,4,3,8,7,5,6,100,NA,NA
gene_282391|GeneMark.hmm|331_aa|+|107|1102,1,1,1,4,1,0,3,1,2,1,0,0,2,2,1,3,1,2,2,2,3,2,1,2,2,3,2,3,2,1,2,4,4,1,1,2,0,3,1,3,1,2,1,2,3,2,1,3,331,B7LQ20.1,0
gene_2826171|GeneMark.hmm|88_aa|-|3|266,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,3,0,0,0,2,0,2,0,0,1,0,0,88,P27323.3,8.25E-43
gene_2827422|GeneMark.hmm|259_aa|+|2158|2937,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,259,NA,NA
gene_2827513|GeneMark.hmm|371_aa|+|446|1561,0,2,1,1,0,0,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,1,0,0,1,0,0,4,0,0,0,0,0,1,0,1,2,0,0,0,1,0,2,0,371,Q8YSQ6.1,7.99E-62
gene_2839276|GeneMark.hmm|242_aa|-|316215|316943,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,242,O27101.1,1.19E-15
gene_2839914|GeneMark.hmm|1222_aa|-|3|3668,0,1,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1222,NA,NA
gene_284120|GeneMark.hmm|330_aa|+|1|993,0,8,5,11,4,1,7,3,15,15,3,1,6,4,16,5,3,10,4,7,7,10,16,15,13,17,11,1,2,2,4,14,13,2,5,3,6,15,5,6,8,1,5,8,16,13,17,11,330,Q3J1R2.1,2.70E-55
gene_2843788|GeneMark.hmm|362_aa|-|71|1159,0,3,4,2,1,0,2,1,1,6,0,1,0,1,2,1,1,1,3,1,1,0,1,1,4,5,1,0,2,0,1,3,5,1,1,1,5,2,1,1,4,1,1,1,2,1,4,1,362,Q52812.1,6.79E-129
gene_2845290|GeneMark.hmm|372_aa|-|7872|8990,0,1,2,3,2,0,3,1,2,2,0,0,0,0,1,0,0,2,4,0,0,1,1,3,3,2,0,0,2,0,2,4,3,0,0,0,2,0,0,0,1,0,1,0,2,2,2,0,372,Q5N725.1,2.77E-150
gene_2847428|GeneMark.hmm|182_aa|+|2|550,0,1,1,2,3,0,2,1,2,1,0,1,0,0,0,1,0,2,1,0,0,0,0,2,2,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,1,0,1,1,1,0,182,NA,NA
gene_2848240|GeneMark.hmm|459_aa|-|156|1535,0,3,6,3,6,1,6,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,2,0,0,0,3,0,5,4,5,0,0,4,5,0,0,0,5,0,4,0,0,3,0,0,459,P49472.1,0
gene_286729|GeneMark.hmm|159_aa|+|1|480,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,159,NA,NA
gene_286736|GeneMark.hmm|324_aa|+|1942|2916,0,3,3,2,3,0,3,2,3,1,2,1,0,2,7,1,1,4,1,1,1,0,4,6,3,2,2,0,1,0,1,2,2,0,1,0,2,5,1,0,3,0,3,0,4,4,2,2,324,NA,NA
gene_2869127|GeneMark.hmm|353_aa|-|155|1216,0,3,3,3,2,2,2,2,2,2,1,1,2,2,1,2,0,3,2,2,1,1,0,1,6,1,2,0,4,3,3,4,2,3,2,3,1,1,0,0,5,0,3,5,4,4,2,1,353,NA,NA
gene_289338|GeneMark.hmm|331_aa|-|9647|10642,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,331,P0A3T2.1,9.14E-86
gene_290402|GeneMark.hmm|241_aa|+|1766|2491,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,241,O27101.1,5.65E-20
gene_2904537|GeneMark.hmm|51_aa|-|2|154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,51,NA,NA
gene_2909736|GeneMark.hmm|335_aa|-|7666|8673,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,335,P00362.5,6.79E-144
gene_291079|GeneMark.hmm|94_aa|+|1301|1585,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,P08821.2,3.31E-22
gene_2921018|GeneMark.hmm|462_aa|-|7845|9233,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,462,O39164.1,0
gene_2930692|GeneMark.hmm|127_aa|-|3421|3804,0,2,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,5,3,3,0,0,1,1,0,0,0,3,0,4,0,0,2,0,0,127,NA,NA
gene_2933117|GeneMark.hmm|160_aa|-|2|481,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,160,NA,NA
gene_2933610|GeneMark.hmm|95_aa|-|28|315,0,0,0,2,3,0,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,95,Q00433.2,1.15E-12
gene_2935839|GeneMark.hmm|107_aa|-|218|541,2,1,1,5,1,0,1,2,4,1,4,3,1,1,0,2,3,1,1,3,0,0,0,3,1,0,1,1,0,0,0,4,4,0,4,2,0,0,3,1,1,1,1,2,4,1,1,3,107,P0C1H4.2,4.83E-53
gene_2935840|GeneMark.hmm|118_aa|+|767|1123,0,1,1,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,118,A5DBG4.1,2.38E-62
gene_2941316|GeneMark.hmm|132_aa|-|2|397,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,132,Q40296.1,1.89E-15
gene_2944803|GeneMark.hmm|58_aa|-|1|174,0,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,58,Q9SJQ9.1,1.43E-20
gene_2946521|GeneMark.hmm|547_aa|+|10895|12538,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,547,A0M7D9.1,0
gene_2949617|GeneMark.hmm|170_aa|+|5690|6202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,170,P27521.1,3.70E-16
gene_2950657|GeneMark.hmm|255_aa|+|16823|17590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,255,A1U3Q4.1,4.84E-146
gene_295936|GeneMark.hmm|130_aa|-|1|390,0,1,1,1,2,0,2,2,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,2,0,1,2,2,1,1,2,1,1,0,1,2,0,1,1,0,1,1,0,130,Q5LNP1.1,9.08E-66
gene_2978037|GeneMark.hmm|220_aa|-|4097|4759,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,220,Q39709.1,6.96E-17
gene_2978748|GeneMark.hmm|39_aa|+|200|319,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,39,P50061.1,1.27E-13
gene_2979915|GeneMark.hmm|184_aa|+|2|556,0,3,1,3,4,0,3,4,9,3,1,4,0,2,3,4,1,3,2,3,2,1,2,5,4,2,2,0,1,0,3,3,4,0,4,2,1,3,2,4,3,0,4,1,6,5,2,2,184,Q47537.1,6.93E-07
gene_2981465|GeneMark.hmm|539_aa|-|5185|6804,0,1,0,0,0,0,2,0,3,2,0,0,0,2,5,1,0,2,0,0,1,0,2,3,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,3,1,1,0,539,P33950.2,4.66E-67
gene_2987197|GeneMark.hmm|103_aa|-|172|483,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,NA,NA
gene_2987198|GeneMark.hmm|104_aa|-|565|879,0,0,2,2,3,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,2,2,2,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,104,NA,NA
gene_2990021|GeneMark.hmm|134_aa|-|1|402,1,1,3,5,3,0,4,2,3,2,1,2,1,1,1,1,1,3,2,2,1,1,1,1,3,2,0,0,4,0,2,4,4,1,2,3,4,1,1,0,4,0,3,1,2,2,3,1,134,B9DGT7.2,1.91E-89
gene_2992146|GeneMark.hmm|240_aa|-|1|720,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,240,B8GRB8.1,1.18E-137
gene_2994949|GeneMark.hmm|1409_aa|-|3297|7526,3,1,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,2,0,4,0,0,0,2,3,0,0,2,1,0,0,0,1,2,0,0,0,2,1,0,1409,A6UZI2.1,0
gene_3002883|GeneMark.hmm|334_aa|+|27089|28093,0,2,1,2,1,0,2,1,3,2,2,2,0,4,3,2,1,4,1,1,2,0,3,6,2,1,0,0,0,0,1,1,1,0,0,1,1,2,1,2,3,0,1,1,6,2,3,1,334,P44658.1,4.99E-13
gene_3002985|GeneMark.hmm|478_aa|+|165|1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,478,A7U6E9.1,8.97E-89
gene_3013048|GeneMark.hmm|246_aa|-|37|777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,246,Q26975.1,2.26E-95
gene_3016644|GeneMark.hmm|385_aa|+|95|1252,0,3,0,2,1,0,7,0,6,5,4,4,1,2,2,0,2,5,0,5,4,2,3,8,5,4,2,0,1,0,1,3,4,1,2,2,0,2,5,5,4,1,1,2,8,4,5,4,385,NA,NA
gene_3022315|GeneMark.hmm|60_aa|-|3|182,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,60,NA,NA
